

######################################
## Cross section in pb for datasets
##

#13 TeV Spring 15 MC
GJets_DR-0p4_HT-200To400_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                  1079
GJets_DR-0p4_HT-400To600_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                   125.9
GJets_DR-0p4_HT-600ToInf_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                    43.36
WJetsToLNu_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8                              61526.7
WJetsToLNu_TuneCP5_13TeV-madgraphMLM-pythia8                                    52940.0
WJetsToLNu_HT-100To200_TuneCP5_13TeV-madgraphMLM-pythia8                         1395.0
WJetsToLNu_HT-200To400_TuneCP5_13TeV-madgraphMLM-pythia8                          407.9
WJetsToLNu_HT-400To600_TuneCP5_13TeV-madgraphMLM-pythia8                           57.48
WJetsToLNu_HT-600To800_TuneCP5_13TeV-madgraphMLM-pythia8                           12.87
WJetsToLNu_HT-800To1200_TuneCP5_13TeV-madgraphMLM-pythia8                           5.366
WJetsToLNu_HT-1200To2500_TuneCP5_13TeV-madgraphMLM-pythia8                          1.074
WJetsToLNu_HT-2500ToInf_TuneCP5_13TeV-madgraphMLM-pythia8                           0.008001
WJetsToLNu_HT-100To200_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                    1345 # *1.21 remove k-factor from SUSY
WJetsToLNu_HT-200To400_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                     359.7 # *1.21 remove k-factor from SUSY
WJetsToLNu_HT-400To600_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                      48.91 # *1.21 remove k-factor from SUSY
WJetsToLNu_HT-600To800_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                      12.05 # *1.21 remove k-factor from SUSY
WJetsToLNu_HT-800To1200_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                      5.501 # *1.21 remove k-factor from SUSY
WJetsToLNu_HT-1200To2500_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                     1.329 # *1.21 remove k-factor from SUSY
WJetsToLNu_HT-2500ToInf_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                      0.03216 # *1.21 remove k-factor from SUSY
WJetsToLNu_HT-600ToInf_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                      18.77 # *1.21 remove k-factor from SUSY
DYJetsToLL_M-10to50_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8                     18610.0
DYJetsToLL_M-50_HT-100to200_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                147.40 # *1.23 remove k-factor from SUSY
DYJetsToLL_M-50_HT-200to400_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                 40.99 # *1.23 remove k-factor from SUSY
DYJetsToLL_M-50_HT-400to600_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                  5.678 # *1.23 remove k-factor from SUSY
DYJetsToLL_M-50_HT-600toInf_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                  2.198 # *1.23 remove k-factor from SUSY
DYJetsToLL_M-50_HT-600to800_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                  1.367 # *1.23 remove k-factor from SUSY
DYJetsToLL_M-50_HT-800to1200_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                 0.6304 # *1.23 remove k-factor from SUSY
DYJetsToLL_M-50_HT-1200to2500_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                0.1514 # *1.23 remove k-factor from SUSY
DYJetsToLL_M-50_HT-2500toInf_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                 0.003565 # *1.23 remove k-factor from SUSY
DYJetsToLL_M-50_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8                          1921.8*3
DYJetsToLL_M-50_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                           1921.8*3
DYJetsToLL_M-50_TuneCP5_13TeV-madgraphMLM-pythia8                               6225.42  #NNLO from XSDB, 2018Dec updated
DYJetsToLL_M_50_HT_100to200_TuneCP5_13TeV                                        161.1      #from xSecAnalyzer
DYJetsToLL_M_50_HT_200to400_TuneCP5_13TeV                                         48.58     #from xSecAnalyzer
DYJetsToLL_M_50_HT_400to600_TuneCP5_13TeV                                          5.678    #taken from previous tune
DYJetsToLL_M_50_HT_600to800_TuneCP5_13TeV                                          1.738    #from xSecAnalyzer
DYJetsToLL_M_50_HT_800to1200_TuneCP5_13TeV                                         0.8077   #from xSecAnalyzer
DYJetsToLL_M_50_HT_1200to2500_TuneCP5_13TeV                                        0.1514   #taken from previous tune
DYJetsToLL_M_50_HT_2500toInf_TuneCP5_13TeV                                         0.003435 #from xSecAnalyzer
DYJetsToLL_M-5to50_HT-100to200_TuneCUETP8M1_13TeV-madgraphMLM-pythia8             224.2 # *1.23 remove k-factor from SUSY
DYJetsToLL_M-5to50_HT-200to400_TuneCUETP8M1_13TeV-madgraphMLM-pythia8              37.19 # *1.23 remove k-factor from SUSY
DYJetsToLL_M-5to50_HT-400to600_TuneCUETP8M1_13TeV-madgraphMLM-pythia8               3.581 # *1.23 remove k-factor from SUSY
DYJetsToLL_M-5to50_HT-600toInf_TuneCUETP8M1_13TeV-madgraphMLM-pythia8               1.124 # *1.23 remove k-factor from SUSY
DYJetsToQQ_HT180_13TeV-madgraphMLM-pythia8					 1187 # from DAS, 1338.95 from Phil Harris`
ZJetsToNuNu_HT-100To200_13TeV-madgraph                                            280.35 # *1.23 remove k-factor from SUSY
ZJetsToNuNu_HT-200To400_13TeV-madgraph                                             77.67 # *1.23 remove k-factor from SUSY
ZJetsToNuNu_HT-400To600_13TeV-madgraph                                             10.73 # *1.23 remove k-factor from SUSY
ZJetsToNuNu_HT-600ToInf_13TeV-madgraph                                              4.116 # *1.23 remove k-factor from SUSY
ZJetsToNuNu_HT-600To800_13TeV-madgraph                                              2.559 # *1.23 remove k-factor from SUSY    
ZJetsToNuNu_HT-800To1200_13TeV-madgraph                                             1.1796 # *1.23 remove k-factor from SUSY 
ZJetsToNuNu_HT-1200To2500_13TeV-madgraph                                            0.28833 # *1.23 remove k-factor from SUSY
ZJetsToNuNu_HT-2500ToInf_13TeV-madgraph                                             0.006945 # *1.23 remove k-factor from SUSY
DYJetsToNuNu_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8                             3811.0
TTJets_HT-600to800_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                           1.61
TTJets_HT-800to1200_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                          0.663
TTJets_HT-1200to2500_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                         0.12
TTJets_HT-2500toInf_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                          0.00143
TTJets_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8                                    670.3*1.24088
TTJets_TuneCUETP8M1_13TeV-amcatnloFXFX-scaleup-pythia8                            670.3*1.24088
TTJets_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                                     502.2*1.65623
TT_TuneCUETP8M1_13TeV-powheg-pythia8                                     	  730.0*1.139397
TT_TuneEE5C_13TeV_powheg_herwigpp						  730.0*1.139397
TTJets_SingleLeptFromTbar_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                  110.0*1.65623
TTJets_SingleLeptFromT_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                     110.0*1.65623
TTJets_DiLept_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                               52.72*1.65623
TTToHadronic_TuneCP5_13TeV_powheg_pythia8 					  377.96
TTToSemiLeptonic_TuneCP5_13TeV_powheg_pythia8					  365.34
TTTo2L2Nu_TuneCP5_13TeV_powheg_pythia8						   88.29
TTToSemiLeptonic_WspTgt150_TuneCUETP8M2T4_13TeV_powheg_pythia8                     34.25*1.13
ST_s-channel_4f_leptonDecays_13TeV-amcatnlo-pythia8_TuneCUETP8M1                    3.36
ST_t-channel_4f_leptonDecays_13TeV-amcatnlo-pythia8_TuneCUETP8M1                   70.69
ST_t-channel_4f_scaledown_leptonDecays_13TeV-amcatnlo-pythia8_TuneCUETP8M1         70.69
ST_t-channel_4f_scaleup_leptonDecays_13TeV-amcatnlo-pythia8_TuneCUETP8M1           70.69
ST_t-channel_5f_leptonDecays_13TeV-amcatnlo-pythia8_TuneCUETP8M1                   70.69
ST_t-channel_antitop_4f_leptonDecays_13TeV-powheg-pythia8_TuneCUETP8M1             81.42*0.324
ST_t-channel_antitop_4f_inclusiveDecays_13TeV-powhegV2-madspin-pythia8_TuneCUETP8M1 81.42
ST_t-channel_top_4f_leptonDecays_13TeV-powheg-pythia8_TuneCUETP8M1                136.82*0.324
ST_t-channel_top_4f_inclusiveDecays_13TeV-powhegV2-madspin-pythia8_TuneCUETP8M1   136.82
ST_tW_antitop_5f_DS_inclusiveDecays_13TeV-powheg-pythia8_TuneCUETP8M1              35.6
ST_tW_antitop_5f_inclusiveDecays_13TeV-powheg-pythia8_TuneCUETP8M1                 35.6
ST_tW_top_5f_inclusiveDecays_13TeV-powheg-pythia8_TuneCUETP8M1                     35.6
ST_s-channel_4f_leptonDecays_TuneCP5_13TeV-amcatnlo-pythia8                    3.74
ST_t-channel_antitop_4f_inclusiveDecays_TuneCP5_13TeV-powhegV2-madspin-pythia8 67.91
ST_t-channel_top_4f_inclusiveDecays_TuneCP5_13TeV-powhegV2-madspin-pythia8   113.3
ST_tW_antitop_5f_inclusiveDecays_TuneCP5_13TeV-powheg-pythia8                 34.97
ST_tW_top_5f_inclusiveDecays_TuneCP5_13TeV-powheg-pythia8                     34.91
#WJetsToQQ_HT400to600_TuneCP5_13TeV						   1477
#WJetsToQQ_HT600to800_TuneCP5_13TeV						   328.9
#WJetsToQQ_HT_800toInf_TuneCP5_13TeV						   161.3
WJetsToQQ_HT-600ToInf_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                       95.14
ZJetsToQQ_HT-600ToInf_TuneCUETP8M1_13TeV-madgraphMLM-pythia8  			   5.67
#ZJetsToQQ_HT400to600_TuneCP5_13TeV						   1347
#ZJetsToQQ_HT600to800_3j_TuneCP5_13TeV						   138.7
#ZJetsToQQ_HT_800toInf_TuneCP5_13TeV						   195.4
WJetsToQQ_HT400to600_qc19_3j_TuneCP5_13TeV 					   315.6
WJetsToQQ_HT600to800_qc19_3j_TuneCP5_13TeV					   68.57
WJetsToQQ_HT-800toInf_qc19_3j_TuneCP5_13TeV					   34.9
ZJetsToQQ_HT400to600_qc19_4j_TuneCP5_13TeV					   145.4
ZJetsToQQ_HT600to800_qc19_4j_TuneCP5_13TeV					   34.0
ZJetsToQQ_HT-800toInf_qc19_4j_TuneCP5_13TeV					   18.67
WJetsToQQ_HT180_13TeV-madgraphMLM-pythia8					   2788 # from DAS
WW_TuneCUETP8M1_13TeV-pythia8                                                      63.21*1.878
WW_TuneCP5_13TeV-pythia8                                                           75.82
WWTo4Q_13TeV_powheg                                                                51.723
WWToLNuQQ_13TeV-powheg                                                             49.997
WWTo2L2Nu_13TeV-powheg                                                             12.178
WWTo4Q_4f_13TeV_amcatnloFXFX_madspin_pythia8					   51.723
WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8                                     10.71
WZTo1L3Nu_13TeV_amcatnloFXFX_madspin_pythia8                                        3.03
WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8                                         5.595
WZTo3LNu_TuneCUETP8M1_13TeV-powheg-pythia8                                          4.42965
WZTo3LNu_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8                                    4.42965
WZJets_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8                                      5.26
WZ_TuneCUETP8M1_13TeV-pythia8                                                      47.13
WZ_TuneCP5_13TeV-pythia8                                                            27.6
ZZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8                                         3.22
ZZTo2L2Nu_13TeV_powheg_pythia8                                                      0.564
ZZTo2Q2Nu_13TeV_amcatnloFXFX_madspin_pythia8                                        4.04
ZZTo4L_13TeV-amcatnloFXFX-pythia8                                                   1.212
ZZTo4L_13TeV_powheg_pythia8                                                         1.256
ZZTo4Q_13TeV_amcatnloFXFX_madspin_pythia8                                           6.842
ZZ_TuneCUETP8M1_13TeV-pythia8                                                      16.523
ZZ_TuneCP5_13TeV-pythia8                                                           12.14 
WWJJToLNuQQ_LT_13TeV-madgraph-pythia8                                              25.973
WWW_4F_TuneCUETP8M1_13TeV-amcatnlo-pythia8                                          0.2086
WZZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8                                             0.05565
WWZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8                                             0.1651
ZZZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8                                             0.01398
TTTT_TuneCUETP8M1_13TeV-amcatnlo-pythia8                                            0.009103
TTWJetsToLNu_TuneCUETP8M1_13TeV-amcatnloFXFX-madspin-pythia8                        0.2043
TTWJetsToQQ_TuneCUETP8M1_13TeV-amcatnloFXFX-madspin-pythia8                         0.4062
TTZToLLNuNu_M-10_TuneCUETP8M1_13TeV-amcatnlo-pythia8                                0.2529
TTZToQQ_TuneCUETP8M1_13TeV-amcatnlo-pythia8                                         0.5297
TGJets_TuneCUETP8M1_13TeV_amcatnlo_madspin_pythia8                                  2.967
TTGJets_TuneCUETP8M1_13TeV-amcatnloFXFX-madspin-pythia8                             3.697
WGJets_MonoPhoton_PtG-130_TuneCUETP8M1_13TeV-madgraph                               0.834
WGToLNuG_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8                                  489.0
ZGTo2LG_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8                                   117.864
tZq_ll_4f_13TeV-amcatnlo-pythia8_TuneCUETP8M1                                       0.0758
tZq_nunu_4f_13TeV-amcatnlo-pythia8_TuneCUETP8M1                                     0.1379
GluGluHToWWTo2L2Nu_M120_13TeV_powheg_JHUgen_pythia8                                32.72
GluGluToZZTo2e2mu_BackgroundOnly_13TeV_MCFM                                         0.003194
GluGluToZZTo2e2tau_BackgroundOnly_13TeV_MCFM                                        0.003194
GluGluToZZTo2mu2tau_BackgroundOnly_13TeV_MCFM                                       0.003194
GluGluToZZTo4e_BackgroundOnly_13TeV_MCFM                                            0.001586
GluGluToZZTo4mu_BackgroundOnly_13TeV_MCFM                                           0.001586
GluGluToZZTo4tau_BackgroundOnly_13TeV_MCFM                                          0.001586
TT_TuneCUETP8M1_13TeV-powheg-pythia8                                              831.76
TT_TuneCUETP8M1_13TeV-powheg-scaledown-pythia8                                    831.76
TT_TuneCUETP8M1_13TeV-powheg-scaleup-pythia8                                      831.76
TT_TuneCUETP8M1_mtop1695_13TeV-powheg-pythia8                                     831.76
TT_TuneCUETP8M1_mtop1755_13TeV-powheg-pythia8                                     831.76
TT_TuneZ2star_13TeV-powheg-pythia6-tauola                                         831.76
DiPhotonJetsBox_MGG-80toInf_13TeV-Sherpa                                           84.0
GGJets_M-200To500_Pt-50-sherpa							   2.43
GGJets_M-500To1000_Pt-50-sherpa							   1.510e-01
GGJets_M-1000To2000_Pt-50-sherpa						   1.084e-02
GGJets_M-2000To4000_Pt-50-sherpa						   3.690e-04
GGJets_M-4000To6000_Pt-50-sherpa						   2.451e-06
GGJets_M-6000To8000_Pt-50-sherpa						   1.753e-08
GGJets_M-8000To13000_Pt-50-sherpa						   7.053e-11
GJet_Pt-15ToInf_TuneCUETP8M1_13TeV-pythia8                                     364375
GJet_Pt-15To6000_TuneCUETP8M1-Flat_13TeV_pythia8                               365896
GJet_Pt-20toInf_DoubleEMEnriched_MGG-40to80_TuneCUETP8M1_13TeV_Pythia8         154500*0.02155
GJet_Pt-20to40_DoubleEMEnriched_MGG-80toInf_TuneCUETP8M1_13TeV_Pythia8         137751*0.001587
GJet_Pt-40toInf_DoubleEMEnriched_MGG-80toInf_TuneCUETP8M1_13TeV_Pythia8         16792*0.0514
QCD_Pt-30toInf_DoubleEMEnriched_MGG-40to80_TuneCUETP8M1_13TeV_Pythia8       162060000*0.0016
QCD_Pt-30to40_DoubleEMEnriched_MGG-80toInf_TuneCUETP8M1_13TeV_Pythia8       108000000*0.000225
QCD_Pt-40toInf_DoubleEMEnriched_MGG-80toInf_TuneCUETP8M1_13TeV_Pythia8       54120000*0.002
WGToLNuG_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                                     405.271
WWG_TuneCUETP8M1_13TeV-amcatnlo-pythia8                                             0.2147

#SUSY SMSs (PHYS14)
SMS-T1bbbb_mGluino-1000_mLSP-900_TuneCUETP8M1_13TeV-madgraphMLM-pythia8             0.325388
SMS-T1bbbb_mGluino-1500_mLSP-100_TuneCUETP8M1_13TeV-madgraphMLM-pythia8             0.0141903
SMS-T1qqqq_mGluino-1000_mLSP-800_TuneCUETP8M1_13TeV-madgraphMLM-pythia8             0.325388
SMS-T1qqqq_mGluino-1400_mLSP-100_TuneCUETP8M1_13TeV-madgraphMLM-pythia8             0.0252977
SMS-T1tttt_mGluino-1200_mLSP-800_TuneCUETP8M1_13TeV-madgraphMLM-pythia8             0.0856418
SMS-T1tttt_mGluino-1500_mLSP-100_TuneCUETP8M1_13TeV-madgraphMLM-pythia8             0.0141903
SMS-T2bb_2J_mStop-600_mLSP-580_Tune4C_13TeV-madgraph-tauola                         0.174599
SMS-T2bb_2J_mStop-900_mLSP-100_Tune4C_13TeV-madgraph-tauola                         0.0128895
SMS-T2qq_2J_mStop-1200_mLSP-100_Tune4C_13TeV-madgraph-tauola                        0.00159844
SMS-T2qq_2J_mStop-600_mLSP-550_Tune4C_13TeV-madgraph-tauola                         0.174599
SMS-T2tt_2J_mStop-425_mLSP-325_Tune4C_13TeV-madgraph-tauola                         1.31169
SMS-T2tt_2J_mStop-500_mLSP-325_Tune4C_13TeV-madgraph-tauola                         0.51848
SMS-T2tt_2J_mStop-650_mLSP-325_Tune4C_13TeV-madgraph-tauola                         0.107045
SMS-T2tt_2J_mStop-850_mLSP-100_Tune4C_13TeV-madgraph-tauola                         0.0189612

#DM Signal Models
TTbarDMJets_EFT_M-100_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                        5.415e-06
TTbarDMJets_EFT_M-1_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                          6.821e-06
TTbarDMJets_EFT_M-200_TuneCUETP8M1_13TeV-madgraphMLM-pythia8                        3.827e-06

DMS_NNPDF30_Pseudoscalar_Mphi-500_Mchi-10_gSM-1p0_gDM-1p0_13TeV-powheg              3.17
DMS_NNPDF30_Scalar_Mphi-500_Mchi-10_gSM-1p0_gDM-1p0_13TeV-powheg                    2.096 
DMV_NNPDF30_Axial_Mphi-50_Mchi-10_gSM-1p0_gDM-1p0_13TeV-powheg                      93770 
DMV_NNPDF30_Vector_Mphi-100_Mchi-10_gSM-0p25_gDM-1p0_13TeV-powheg                   13770            

#Higgs production -- cross sections assuming a higgs mass of 125.0 GeV, 
#from https://twiki.cern.ch/twiki/bin/view/LHCPhysics/CERNYellowReportPageAt1314TeV
#Higgs branching fraction to gamma gamma taken from 
#https://twiki.cern.ch/twiki/bin/view/LHCPhysics/CERNYellowReportPageBR3

GluGluToHToGG_M-125_13TeV-powheg_pythia8                                            48.58*2.28e-03
VBF_HToGG_M-125_13TeV-powheg_pythia8                                                3.748*2.28e-03
WH_ZH_HToGG_M-125_13TeV-powheg_pythia8                                              2.2496*2.28e-03
ZH_HToGG_M-125_13TeV-powheg_pythia8						    0.8839*2.28e-03
WH_HToGG_M-125_13TeV-powheg_pythia8						    1.373*2.28e-03
TTbarH_HToGG_M-125_13TeV-powheg_pythia8						    0.5071*2.28e-03
T2H_mb250									    0.098472744
T2H_mb300									    0.038833644
T2H_mb350									    0.0172669416
T2H_mb470									    0.00337690344
GluGluSpin0ToGG_W-0p014_M-750_TuneCUEP8M1_13TeV-pythia8				    0.01
GluGluSpin0ToGG_W-5p6_M-750_TuneCUEP8M1_13TeV-pythia8				    0.01
sb100   1521.11*2.0*2.270e-3
sb150   249.409*2.0*2.270e-3
sb200   64.5085*2.0*2.270e-3
sb250   21.5949*2.0*2.270e-3
sb300   8.51615*2.0*2.270e-3
sb350   3.78661*2.0*2.270e-3
sb400   1.83537*2.0*2.270e-3
sb450   0.948333*2.0*2.270e-3
sb500   0.51848*2.0*2.270e-3
GluGluHToGG_M125_13TeV_amcatnloFXFX_pythia8		48.58*2.28e-03 
VBFHToGG_M125_13TeV_amcatnlo_pythia8                    3.748*2.28e-03 
VHToGG_M125_13TeV_amcatnloFXFX_madspin_pythia8          2.2496*2.28e-03 
ttHJetToGG_M125_13TeV_amcatnloFXFX_madspin_pythia8      0.5085*2.28e-03 
bbHToGG_M-125_4FS_yb2_13TeV_amcatnlo                    0.4880*2.28e-03*(0.3909/(0.3909-0.03293))
bbHToGG_M-125_4FS_ybyt_13TeV_amcatnlo                   0.4880*2.28e-03*(-0.03293/(0.3909-0.03293))
bbHToBB_M_125_4FS_yb2_13TeV_amcatnlo                    0.4880*5.824E-01*(0.3909/(0.3909-0.03293))
bbHToBB_M_125_4FS_ybyt_13TeV_amcatnlo			0.4880*5.824E-01*(-0.03293/(0.3909-0.03293))
DiPhotonJetsBox_M40_80-Sherpa                           299.3
DiPhotonJets_MGG-80toInf_13TeV_amcatnloFXFX_pythia8     135.1
ttHToGG_M125_13TeV_powheg_pythia8                       0.5071*2.28e-03 
ZH_HToGG_ZToAll_M125_13TeV_powheg_pythia8               0.8839*2.28e-03 
WplusH_HToGG_WToAll_M125_13TeV_powheg_pythia8 		0.8400*2.28e-03 
WminusH_HToGG_WToAll_M125_13TeV_powheg_pythia8          0.5328*2.28e-03

# ZPrime / Sbb / ggHbb samples
ZH_HToBB_ZToQQ_M125_13TeV_powheg_pythia8		8.839E-01*(1.-3.*0.0335962-0.201030)*5.824E-01
ZH_HToBB_ZToLL_M125_13TeV_powheg_pythia8		8.839E-01*3.*0.0335962*5.824E-01
GluGluHToBB_M125_13TeV_powheg_pythia8			48.85*5.824E-01
GluGluHToBB_M125_13TeV_amcatnloFXFX_pythia8		48.85*5.824E-01
GluGluHToBB_M125_13TeV_powheg_herwigpp			48.85*5.824E-01
GluGluHToBB_M125_LHEHpT_250_Inf_13TeV_amcatnloFXFX_pythia8   0.3447 # from GenXsecAnalyzer 
